er,1
janvier,1
jusqu,2
pèsera,1
relever,2
défi,4
protection,3
biodiversité,4
proposer,5
convention,2
citoyen,8
réforme,5
lutte,15
république,12
fraternité,6
sécurité,8
poursuite,1
mérite,3
égalité,4
chance,4
inégalités,1
discriminations,2
épreuves,1
affronter,3
pu,2
émousser,1
enthousiasme,3
désaltérer,1
génie,2
humain,4
advenir,1
impensable,2
dis,2
déterminées,9
laisserai,2
jouer,3
sûr,3
condition,4
encadrées,1
scientifique,2
médecins,5
lesquelles,1
doit,18
mauvaises,1
raisons,1
lenteur,1
injustifiée,1
chaque,15
souhaite,4
pouvoir,6
ordre,6
commençant,1
risques,2
frémit,1
ailleurs,1
va,3
dès,6
inventer,4
économe,4
créatrice,1
respectueux,2
climat,4
sais,14
ministre,5
gouvernants,16
libye,5
art,2
leçons,1
tirer,1
simplicité,1
efficacité,3
simples,6
rencontres,1
âge,1
sel,1
particulier,4
celles,7
aînés,4
débiteurs,1
engage,1
devra,18
avancer,2
ajouterons,1
celui,3
inaction,2
battant,1
conséquences,1
refondant,1
société,12
tel,3
concorde,3
regardons,3
nouveau,17
matin,2
renaissance,3
rester,3
peuple,11
confié,10
talent,2
énergie,5
lui-même,1
être,14
voilà,2
utile,2
troisième,4
mandat,5
honneur,2
adresser,2
fête,2
plupart,1
réunis,1
avoir,8
chaleureux,3
seuls,3
tiens,5
salue,3
tâche,4
sapeurs-pompiers,1
personnels,3
fonctionnaires,3
secteur,2
privé,3
associatif,1
veillent,2
afin,3
puisse,11
tranquillité,2
besoin,16
vient,5
écouler,1
soldats,2
préfecture,1
violences,1
bousculé,3
catastrophes,1
natures,2
touché,2
émotion,3
disparition,1
présider,4
chirac,1
incendie,1
embrasé,1
débat,5
colère,6
exprimer,4
mouvement,3
gilets,1
jaunes,1
instaurer,1
dialogue,4
précédent,1
démocratie,4
marquantes,1
commencé,6
percevoir,1
concret,1
résultat,3
deux,3
créés,1
mai,5
bénéficient,1
souvre,5
éloignés,2
monde,9
longtemps,4
créations,2
entreprises,4
international,5
supérieurs,1
enregistrent,1
voisins,1
permettent,7
territoires,3
difficulté,4
renouer,1
connu,2
élan,1
chiffres,2
vôtres,1
fruit,1
artisans,2
commerçants,2
agriculteurs,5
créatif,1
ingénieurs,1
encouragement,1
voeux,6
adresse,3
renonce,1
vigueur,1
surtout,4
mécontenter,1
approche,1
échéances,1
électorales,1
municipales,1
sénatoriales,1
départementales,1
régionales,1
présidentielle,2
céder,2
fatalité,2
inverse,2
prends,1
consacrer,2
rendre,5
juste,5
inquiétudes,2
pousser,1
trop,10
mesure,3
combien,3
peuvent,2
susciter,1
craintes,1
oppositions,1
faut-il,2
abandonné,2
système,5
trahir,1
payer,2
prix,2
retraites,2
laquelle,2
menée,3
terme,2
projet,14
justice,9
assure,13
universalité,1
euro,5
cotisation,1
vers,4
mêmes,1
loin,4
cas,3
traduit,1
équité,2
prendrai,3
compte,10
tâches,1
exercent,1
tôt,2
lié,2
statut,1
entreprise,1
voulez,7
bénéficier,1
pension,2
digne,9
notamment,1
oubliés,3
actuel,1
femmes,5
presque,2
inférieures,1
homme,7
carrières,2
hachées,1
centaines,1
bien,6
enfin,9
contraints,1
au-delà,3
repose,1
principe,3
garantir,2
équilibre,1
répartition,1
nôtre,3
conseil,2
travers,3
base,2
entre,19
ça,2
veut,3
tard,1
trompez,1
entends,3
sujet,4
important,3
tient,4
coeur-même,1
identité,3
peur,4
angoisses,1
manipulations,2
apaiser,2
respect,14
désaccords,2
seule,1
intérêt,1
capacité,4
meilleure,3
défense,2
faculté,1
est-à-dire,3
pourquoi,6
syndicales,1
patronales,1
veulent,2
attends,5
edouard,1
philippe,1
trouve,4
voie,2
compromis,1
rapide,3
décennie,7
vois,2
attentes,4
impatience,4
impatient,1
voir,1
améliorer,2
chose,11
faut,7
rattraper,1
retard,1
aube,1
cède,3
pessimisme,1
immobilisme,1
garant,1
institutions,2
lie,1
adapter,3
fidèle,3
bâtissant,2
répond,1
selon,1
bouleversements,3
essentiel,3
coeur,6
action,4
paye,2
suppression,1
complète,3
taxe,3
habitation,1
large,2
majorité,1
réalité,5
favoriser,1
initiative,1
simplifier,2
partager,2
richesse,1
créée,2
indépendante,2
injustices,2
voient,1
décidé,1
naissance,1
eduquer,2
instruire,1
missions,2
essentielles,2
apprentissage,3
long,4
socle,2
entamerons,1
revalorisation,1
mènerons,1
politique,11
auquel,2
médecine,1
centrée,1
handicap,4
dépend,3
modèle,3
déploie,4
matière,5
fermer,1
centrales,1
charbon,1
arrêter,3
citerai,1
arrache-pied,1
reviendra,1
affirmer,2
stratégie,4
réduire,2
émissions,1
gaz,1
serre,1
réchauffement,3
faveur,2
modestes,2
déplacer,2
loger,2
dépenses,5
émettant,1
aménagement,1
redécouverte,1
beau,1
réinventer,2
qualité,1
attendu,1
avant-garde,1
combats,3
alimentation,2
gestes,1
essentiels,1
pratiquez,1
montré,1
exemple,1
inédit,3
amplifier,1
accélérer,1
échelles,1
locale,1
internationale,1
divisés,3
origine,3
religions,1
minent,2
etat,5
rôle,3
élu,5
maires,1
solliciteront,1
remerciés,1
piliers,1
rappelons-nous,1
égard,3
devoir,7
indispensable,9
service,3
universel,5
attache,3
souviens,1
flèche,1
brûler,1
avant,6
effondrer,1
vague,2
immédiatement,1
succédé,1
reconstruire,1
joyau,1
empreinte,1
quelque,3
dépasse,1
vocation,1
sait,3
projeter,2
hisser,1
hauteur,1
circonstances,1
éprouvée,1
atouts,1
quand,5
accélère,1
démontré,1
préservant,2
pesant,1
résolution,1
ukraine,1
iran,1
syrie,3
impact,1
direct,3
sahel,3
démontrer,1
construise,4
fière,1
démocratique,4
bouclier,1
porte-voix,2
maintenir,2
choisit,3
peut-être,2
devenir,2
celle,5
invente,1
moyens,1
savoir,1
horizon,1
crois,11
fais,3
parvenir,3
paix,4
bonheur,1
quant,1
sachez,2
immense,2
servir,1
enthousiasmes,1
exigence,5
tradition,2
chère,1
présenter,2
épargnés,1
intenses,2
victoires,1
évènements,1
célébration,1
centenaire,1
armistice,1
occasion,1
voix,2
parler,6
vais,1
énumérer,1
jugées,1
chemins,1
lancé,1
alternance,1
attractivité,1
posé,1
cliniques,1
éradiquer,1
immédiats,1
justifier,1
aucun,3
ancrer,1
règles,8
indemnisation,1
chômage,5
inciter,1
reprendre,1
efficace,1
fond,2
xxième,1
siècle,1
déchirements,1
éclaté,1
mondiale,2
incompréhensible,1
administratif,1
devenu,1
manque,3
bienveillance,1
profonds,4
interrogent,1
dit,1
excès,1
résignés,1
meilleur,1
reposant,2
leçon,1
défendre,1
idéaux,1
environnemental,1
dangereux,1
ignorer,1
entoure,1
contraire,1
certitudes,1
train,4
remis,1
cause,1
malmené,1
certains,4
partout,4
montent,1
extrémistes,1
tandis,1
interventions,1
étrangères,1
étatiques,1
multiplient,1
migrations,2
inquiètent,1
instrumentalisées,1
démagogues,1
phénomène,1
demain,2
démographie,1
entravées,1
surmonterons,1
égoïsmes,2
particuliers,4
islamiste,3
sévir,1
continents,2
strasbourg,1
frappé,2
trèbes,1
technologiques,1
rang,1
desquels,1
intelligence,2
artificielle,1
produire,1
voyez,2
inédits,1
capital,2
ultralibéral,1
financier,1
guidé,3
avidité,1
quelques-uns,3
civilisation,1
occidentale,1
désespérer,1
évidence,2
précisément,3
vision,1
trace,1
remettre,1
contemporain,1
suppose,3
constance,1
intime,3
profondément,8
chez,1
frontières,1
décisive,2
trois,2
voeu,8
vérité,5
souhaiter,1
bâtit,1
ambiguïtés,1
or,1
dois,2
déni,1
fragrant,1
gagne,5
accroître,1
respirer,1
air,1
pur,1
accepter,3
infrastructures,1
parmi,2
scolaire,2
faibles,1
développés,1
accès,2
excellence,1
sphère,1
mot,2
cessons,1
déconsidérer,1
croire,1
existent,1
faudrait,1
campagne,2
téléphone,2
vrai,2
préciser,2
demeurer,1
robuste,1
information,2
intoxications,1
débattre,3
faux,1
égarer,1
sous,1
impulsion,1
réseaux,1
culte,1
immédiateté,1
image,1
commentaire,1
permanent,1
rebâtir,1
transparence,1
éthique,2
écoute,3
humilité,1
fourvoyer,1
erreur,2
confronter,1
réel,1
arguments,1
débattons,1
naître,1
nécessaire,2
sentent,2
considérés,1
empêchée,1
pense,4
mères,1
élevant,1
charge,2
apporter,3
légitime,3
implique,3
accéder,2
grâce,3
attendre,1
rétablir,2
bloquent,1
reconnaissent,1
suffisamment,1
enferment,1
exige,2
sente,1
acteur,2
représentants,2
redonner,3
vitalité,1
doivent,1
évoluer,1
entendu,2
inacceptable,1
précédé,1
subir,2
ni,7
despotisme,1
tyrannie,1
requiert,1
opinions,1
prennent,2
prétexte,1
foule,1
haineuse,1
journalistes,1
juifs,1
homosexuels,1
négation,1
souverain,1
exprime,1
élection,4
loi,3
kilomètres,1
pompiers,1
bénévoles,1
associations,1
tissent,1
lien,1
côtés,1
vulnérables,1
auxquels,2
particulièrement,3
nous-mêmes,3
salutaire,1
savez,2
construction,1
écologie,1
industrielle,2
derrière,1
renouvelé,3
fiscale,2
ennemis,1
peuples,3
sentiment,1
impuissance,1
niveaux,1
ampleur,1
province,1
connais,2
terres,1
décennies,1
doute,3
peu,2
aimer,3
horizons,1
déterminé,1
belle,2
présente,2
dentre,2
vux,1
mavez,1
grave,1
progresse,1
implacablement,1
dette,1
nignore,1
elles,3
nentends,1
dissimuler,1
sérieuses,1
zone,1
sauvegardée,1
leurope,1
instruments,1
stabilité,3
croissance,2
semblait,1
hors,1
cest,13
retrouve,1
jai,3
jean-marc,1
ayrault,1
majeures,1
désendetter,1
quil,2
représente,1
dannées,1
prélevé,1
dun,2
drastique,1
inutiles,1
exemplaire,1
décision,2
pacte,1
compétitivité,3
marges,1
manoeuvre,1
crédit,1
dimpôt,1
mds,1
dembaucher,1
dinvestir,4
dexporter,1
banque,1
bancaire,1
spéculation,1
transactions,1
financières,1
introduite,1
niveau,1
lannée,4
marche,2
sest,1
soubresaut,1
contretemps,1
jen,1
conviens,1
calendrier,1
fixé,2
différées,1
dabord,1
désormais,1
contribution,1
exceptionnel,2
réaménagée,1
suite,1
constitutionnel,1
objectif,2
laugmentation,1
smic,1
rsa,1
lallocation,1
rentrée,2
priorité,1
léducation,1
redressement,1
tendus,2
but,1
courbe,1
dici,1
davenir,1
lier,1
lexpérience,1
senior,1
lespérance,1
jeune,1
professionnelle,1
prioritairement,1
lactivité,1
letat,1
nest,1
raison,2
négociation,2
sécurisation,1
lemploi,2
souplesse,1
bref,1
conjurer,1
double,1
licenciement,1
lembauche,1
aboutit,1
partenaires,3
défaut,1
marées,2
nen,1
obstination,1
conviction,2
lintérêt,1
lavenir,1
domaines,1
fils,3
agricoles,1
lenvironnement,1
technologies,1
moderniser,1
lhorizon,1
métropole,1
loutremer,1
létranger,1
ressources,1
lessentiel,1
questions,1
lavant,2
légalité,1
-y,3
cumul,1
elle-même,2
afghanistan,1
achevée,1
combattantes,1
jexprime,1
mémoire,1
noublie,1
blessés,1
soutient,1
lopposition,1
dictature,1
africains,1
menace,1
otages,1
langoisse,1
obtenir,2
libération,1
concéder,1
opprimés,1
connaissent,1
sol,5
assistés,1
meurtris,1
lhonneur,1
conjuguer,1
performance,1
lambition,1
réconciliée,1
leffort,1
espère,1
milieu,2
armées,1
transports,2
retrouvailles,1
supporter,1
appartiennent,1
revenir,1
attribué,1
advienne,1
rythme,1
construisons,1
ruraux,1
populaires,1
payé,1
énergétique,1
nécessitera,1
ressaisissement,1
réalisé,1
clarifiant,1
récompensant,1
chantiers,1
jalonneront,1
humanité,3
respecte,1
discordantes,1
expliquerai,1
levant,2
titre,1
théâtres,1
bataille,3
camarades,1
tombés,2
protègent,1
minorités,1
liban,1
proche-orient,1
afrique,1
grammaire,1
consultations,1
dessiner,1
pourra,1
chine,1
etats-unis,1
sursaut,1
sceptiques,1
colloque,1
allemands,1
exclut,1
plan-là,1
rompions,1
goût,1
cohésion,4
irréconciliables,1
creuset,1
comprendre,1
métiers,1
science,1
ensuite,1
progresser,1
émanciper,1
volonté,2
enrichira,1
relâche,1
travailleur,1
celui-ci,3
succès,3
cynismes,1
nations,1
fracasser,1
repenser,1
inspirer,1
hébergement,1
sans-abri,1
démunis,1
tiendra,1
rigueur,2
sous-estime,2
toit,1
abri,1
amélioré,1
accepte,1
moi-même,1
accueillir,3
fuient,1
religion,1
asile,2
moral,1
contrôler,1
quelqu,1
relève,1
reste,1
irrégularité,1
demandez-vous,1
dites-vous,2
appartenez,1
collectif,2
éduqué,1
vieux,1
instant,1
constater,1
miracles,1
propres,1
ressorts,1
prévues,1
drames,1
conquête,1
