cher,20
compatriotes,16
ans,45
achève,4
connu,3
bien,11
bouleversé,2
depuis,12
début,1
crise,15
trois,2
conduit,3
plus,34
reprises,1
économie,8
mondial,4
bord,2
effondrement,1
jamais,4
dissimulé,1
vérité,3
grave,5
ni,9
conséquences,3
pouvez,7
avoir,3
emploi,11
pouvoir,8
achat,4
sanctionne,1
désordre,2
planétaires,1
commerce,1
fin,10
monnaie,1
inouïe,1
doute,4
deuxième,3
guerre,1
terminée,2
entraîné,2
tourmente,1
pays,15
comme,12
grèce,1
irlande,1
portugal,1
égalité,4
aussi,5
puisse,4
espagne,1
italie,1
tempête,2
souffert,6
sais,8
vie,13
beaucoup,7
entre,11
éprouvée,4
deux,2
difficile,4
fois,3
encore,4
dur,5
mis,6
épreuve,2
inquiets,2
enfants,3
pourtant,2
raisons,1
espérer,4
devra,11
garder,2
confiée,12
avenir,10
car,6
difficulté,7
insurmontables,1
france,34
tenu,3
résisté,2
réussi,3
jusqu,6
présent,2
conjurer,1
déclenche,1
grâce,11
cours,6
sang-froid,2
dont,9
fait,14
preuve,2
solidité,1
institutions,2
protection,5
social,9
garantit,2
solidarité,3
réforme,11
accomplir,4
dernière,2
pense,6
notation,2
retraites,2
tout,27
mesures,3
visant,1
diminuer,1
dépenses,5
publics,4
permis,5
ceux,24
prêtent,1
épargne,1
financer,10
agi,11
nier,1
traversons,1
épreuves,2
su,3
préserver,4
essentiel,2
tiens,3
rendre,5
homme,8
particulier,3
celles,1
tous,20
travail,15
contribué,2
développer,4
être,19
courageux,1
lucides,1
passe,7
monde,15
annonce,2
celle,4
risque,6
possibilité,2
savons,2
relever,3
défi,5
dangers,1
rester,4
immobiles,3
différer,1
choix,2
parce,3
pire,2
options,1
quand,6
décide,3
trop,7
tard,1
prix,1
payer,2
grand,10
destin,4
peut,5
basculer,1
sorte,5
construire,2
nouveau,13
modèle,4
croissance,4
faire,20
naître,1
europe,10
voilà,2
quelques-uns,1
attendent,4
veux,10
dire,6
conviction,4
uns,4
partenaires,5
européens,3
fort,2
face,8
imposé,6
refus,2
repousser,1
ignorer,1
cinq,1
mois,5
élection,1
présidentielle,1
échéance,1
importante,4
moment,4
venu,2
ferez,8
là,1
dois,2
continué,7
histoire,1
décennies,2
venir,2
écrit,1
maintenant,2
premier,8
ministre,3
réunirons,1
janvier,3
prochain,1
représentants,1
force,5
économique,3
écouter,4
proposé,4
chacun,17
avis,4
prendrons,1
assumerai,2
décisions,4
enjeux,1
crucial,2
circonstances,2
exceptionnelles,1
doivent,3
mesure,1
devoir,9
auquel,1
déroberai,1
sous-estime,1
peuvent,1
emballements,1
marché,4
non,2
erreurs,2
dis,2
entende,1
politique,5
fond,5
seule,3
façon,4
souveraineté,1
maîtriser,1
choisir,1
voie,4
structurelles,1
plutôt,1
réactions,1
chaud,1
font,2
ajouter,1
confusion,1
restaurer,1
problème,3
posé,2
celui,5
train,1
réduction,1
vient,3
gouvernement,6
faut,6
priorité,3
compétitifs,3
ré-industrialisation,1
seules,3
permettra,2
créer,3
sujet,4
paraissent,2
dominer,1
autre,13
laisse,2
côté,2
douloureux,3
responsables,2
bâtir,2
exclusion,2
capacité,2
place,2
nation,2
pourquoi,4
perdu,3
objet,1
attention,1
changer,5
regard,4
chômage,3
forme,5
devienne,2
absolue,1
afin,2
reconstruire,1
indemniser,1
tel,1
doit,7
but,1
personne,3
exonérer,2
oblige,3
exclu,1
reposer,1
principaux,2
facile,2
délocalisable,2
alléger,1
pression,1
financièrement,1
concurrence,1
produits,3
main,1
uvre,2
bon,2
cur,1
débit,2
puis,1
troisième,1
dérèglements,1
choc,3
profondément,1
largement,1
origine,1
actuelles,1
participer,1
réparation,1
dégâts,1
provoqués,3
question,3
efficacité,1
justice,7
morale,2
taxe,3
transactions,1
protéger,9
sûrs,1
bout,1
totalité,1
lourde,4
responsabilité,7
cesse,1
nom,1
intérêt,4
général,2
prendre,3
appelle,3
entreprises,5
action,2
services,1
redoubler,1
prévenance,1
besoin,5
certain,1
chemin,2
suivre,1
soldats,4
hors,1
frontières,1
famille,6
vive,10
anxiété,1
lutte,2
liberté,4
adresse,3
soir,6
vux,1
bonheur,4
république,5
rude,1
commencé,3
sentir,2
effets,2
nombre,3
exacerber,1
sentiment,4
injustice,1
ressenti,1
salariés,2
rien,3
français,15
adaptés,2
avantages,1
récession,1
moins,3
sévère,1
porte,6
revient,2
engagé,6
fruits,2
universités,3
enfin,5
autonomes,3
ouvre,7
modernes,3
elles,3
cherchent,2
vus,1
dotés,3
moyens,3
considérer,3
emprunt,1
utile,2
plein,1
crédit,1
impôt,1
recherche,3
innover,1
milité,2
effectué,1
heures,2
supplémentaires,1
entièrement,1
défiscalisées,1
eux-mêmes,1
soutenir,3
malgré,4
système,3
retraite,1
abri,1
faille,2
inéluctable,2
guettait,1
penser,9
aînés,1
sauver,2
pu,3
affronter,1
capitale,2
violence,2
blocage,1
service,7
minimum,3
fonctionné,1
esprit,5
rendez-vous,2
maturité,1
intelligence,2
collective,1
certes,1
assez,3
complètement,1
souvent,2
rapide,2
croyez,1
euro,2
isolement,2
folie,1
opposerai,1
retour,1
arrière,1
fi,1
construction,1
apporté,2
paix,3
fraternité,2
continent,2
fermeté,1
toujours,5
préférence,1
communautaire,2
battu,1
industrie,1
réciprocité,1
naïveté,1
discussions,1
commerciales,1
essentielle,1
identité,3
valeurs,6
intime,1
inlassablement,1
renforcer,1
atouts,1
effacer,1
points,1
faibles,1
mieux,6
jeunes,2
réduit,3
déficits,1
sous,1
peine,2
voir,1
indépendance,1
menacée,1
voulu,4
au-dessus,1
lendemains,1
sanctionnés,1
perspective,1
tiendra,1
donc,3
équilibre,3
compte,3
transigerai,1
objectif,1
électoral,1
luxe,1
pré-électoral,1
alors,3
vite,2
stupéfiante,1
lorsque,2
jeu,1
commun,1
privilégier,1
minute,1
mandat,1
règle,1
celle-là,1
allé,5
dépendance,2
droit,4
dignité,2
âge,2
harmonisant,1
fiscal,5
voisins,1
allemands,1
chaque,1
jour,4
brutal,3
part,3
délinquants,1
multi-réitérant,1
tribunaux,1
correctionnels,1
jurés,1
populaires,1
peuple,1
pourra,3
sévérité,1
réponse,1
apporter,1
comportements,2
exaspération,2
françois,2
fillon,2
relâche,1
prospérité,1
retrouvée,2
dialogue,3
prenant,1
respect,7
scrupuleusement,1
principe,2
républicains,2
laïcité,1
loi,3
interdiction,1
burqa,1
appliquée,1
lettre,1
rappel,1
exister,2
contrepartie,1
école,2
obligatoire,1
absentéisme,1
inacceptable,1
condamne,1
échec,1
abandonnés,2
intangible,2
bafoue,1
dû,1
accueillons,1
exigence,2
chances,2
égalitarisme,1
assistanat,1
revalorisation,1
absolument,1
pair,1
long,1
double,1
présider,5
défend,3
idée,3
régulé,1
où,9
interdépendance,1
davantage,7
vigoureusement,1
intérêts,2
renoncer,1
quant,1
multilatéralisme,1
combat,1
impératif,1
plan,2
adresser,2
voeux,3
sincères,1
chaleureux,1
particulière,2
désarroi,1
spéciaux,2
otages,1
mobiliser,1
libérer,2
loin,2
défendre,4
concitoyens,1
aucun,4
secteur,1
épargné,1
peines,2
ailleurs,1
cependant,1
éprouvé,1
amorti,1
énergiques,1
pris,5
activité,3
surtout,1
reste,3
mérite,1
sens,3
associations,1
secouru,1
chefs,1
efforcé,2
ensemble,1
évité,1
préparé,1
va,2
revenir,1
voyons,1
milieu,2
organisation,3
dessine,1
travers,1
soulevaient,1
longtemps,2
émotion,1
insolubles,1
bonus,1
extravagants,1
paradis,1
résolus,1
sommet,1
copenhague,1
parvenant,1
etat,2
chiffrés,1
contre,1
réchauffement,1
climatique,1
pauvres,1
assuré,2
taxation,1
spéculation,1
vont,4
permettre,2
transformer,1
arrive,1
terme,2
favorable,1
investissement,2
professionnelle,2
lycée,1
prépare,2
enseignement,2
supérieur,2
transports,1
fonctionne,1
rsa,1
encourage,1
reprise,1
démunis,1
tournée,1
vers,2
hospitalier,1
judiciaire,1
défense,1
besoins,1
époque,2
souverain,1
tient,1
désormais,1
aider,1
précédent,1
révolution,1
numérique,1
accès,1
haut,1
numériser,1
livres,1
langue,1
culture,2
rayonner,1
internats,1
excellence,1
rétablir,2
réelle,1
hadopi,1
créateurs,1
artistes,1
grenelle,1
environnement,4
domaine,1
évoluer,1
mentalités,1
renonce,1
écologique,1
permet,1
pollution,1
enjeu,1
majeur,1
dès,1
présentera,1
dispositif,1
consommer,2
incités,1
producteurs,1
propre,1
habitudes,1
croire,1
bouge,1
alternative,1
falloir,1
reculer,1
accroître,1
simplifié,2
territoriale,1
compliquée,1
onéreuse,1
consolider,1
pérennité,1
auxquels,1
confrontées,1
protège,1
attentive,1
victimes,1
renouveau,1
effort,4
faisons,2
demi,1
initiative,1
nouvel,1
ordre,1
régulation,1
exemplarité,1
respectons-nous,1
comprendre,1
évitons,1
mot,2
attentes,2
blessent,1
capables,1
débattre,1
déchirer,1
insulter,1
désunir,1
rassemblée,2
promesse,3
voeu,2
séparés,1
sécurité,1
outre-mer,1
détermination,2
égard,1
suffisamment,1
tenue,1
vulnérables,1
affaiblis,1
accidents,1
solitude,2
répandus,1
société,3
souhaite,2
redonner,2
beau,1
inscrit,1
devise,1
décembre,1
pleine,1
reconnaissance,1
témoignée,1
conscient,2
fête,2
amis,1
oubliant,1
souci,3
quotidienne,2
nuit,1
opérations,1
foyers,1
seuls,1
parle,3
semblable,1
tristesse,1
douleur,1
écart,2
message,2
foi,1
voudrais,1
convaincre,2
fatalité,1
malheur,1
joies,1
réserve,1
tâche,2
élisant,1
mai,1
dernier,1
immense,1
retard,1
combien,1
profond,3
après,1
sacrifices,1
plupart,1
consentis,1
vain,1
craintes,1
angoisse,2
étreint,1
peur,1
perdre,2
craignez,1
augmentation,1
coût,1
voulez,5
entreprendre,1
empêcher,1
résolu,1
croyez-le,1
obstacles,1
dit,1
simplement,2
choisi,1
mettre,2
tenir,3
fierté,1
vieux,3
devenir,1
possible,2
trouvent,1
négociation,1
crois,2
méthode,1
rôle,3
diviser,1
quoi,1
vue,1
attendu,1
temps,2
presse,1
maîtres,1
miennes,1
commettre,1
répété,1
envers,1
tromperai,1
trahirai,1
autoriserai,1
hypocrisie,1
coeur,3
énergie,1
partagé,1
ouverture,2
femmes,2
valeur,1
demandé,1
renier,1
servir,1
accepté,1
reconnaissant,1
volonté,1
abord,2
conjoncture,2
internationale,1
freinée,1
résultats,2
entreprise,1
traduisent,1
améliorations,1
visibles,1
répondre,1
exprimées,1
retrouve,1
rang,1
étape,2
urgence,12
dépasser,1
clivages,1
partisans,1
résister,1
ralentissement,1
régimes,1
réhabiliter,1
exemplaire,1
matière,1
qualité,1
traité,1
débloquer,1
cessé,1
indispensable,1
remette,1
jouer,1
sien,1
martyrisés,1
persécutés,1
touche,1
est-à-dire,1
civilisation,3
gestion,1
causes,1
réelles,1
maux,1
résoudrons,1
bâtissons,1
ville,1
xxie,1
siècle,1
mettons,1
intégration,1
diversité,1
goût,1
aventure,1
entreprenons,1
financier,1
discours,1
obtenir,1
montre,1
peuples,1
er,1
juillet,1
union,2
méditerranée,1
rêve,1
partout,1
espoir,1
sûr,1
