bonne,14
an,65
chacun,14
pres,3
huit,1
heures,8
preparez,2
doute,1
celebrer,2
fin,5
famille,12
amis,7
peut-etre,2
aussi,21
quelques-uns,1
solitude,4
pendant,6
quelques,6
minutes,1
vais,2
parle,6
voudrais,9
ni,9
ennuyer,2
attrister,2
presentant,1
action,3
conduit,4
politique,10
france,115
deja,2
decrites,1
dont,12
occasion,2
nouveau,9
mois,3
prochain,3
rappeler,3
difficultes,11
risques,1
reels,1
monde,26
lequel,5
vivre,13
alles,5
voeux,33
vraiment,1
abord,3
appartenez,3
ensemble,5
commune,1
region,1
profession,3
religion,2
gens,3
part,5
syndicat,1
pourtant,3
plus,36
important,3
auquel,2
communaute,2
nationale,3
ailleurs,2
quand,6
veut,8
decrire,1
lorsqu,7
deplacez,1
exterieur,2
dit,1
meme,5
societe,7
affecte,1
profond,2
sort,3
tout,16
vie,8
souhait,23
nom,6
trait,3
dignite,2
justice,2
permis,2
repondre,2
aspirations,1
ambitions,2
travail,14
assure,2
epanouissement,1
garantisse,1
bien,13
possible,2
ressources,2
emploi,5
ete,10
liberte,12
vu,4
choix,2
moment,7
election,2
presidentielle,2
depuis,6
date,1
effort,4
proteger,1
privee,2
contre,2
ecoutes,1
=telephoniques=,1
censure,1
individuels,1
familiaux,1
concernant,1
homme,7
femmes,4
travaux,2
laisse,1
decider,2
trancher,1
libre,11
beaucoup,5
sert,5
grand,15
sujet,2
=action,1
sociale=,1
apres,1
fraternel,11
est-a-dire,2
sentir,3
autour,3
resserrer,1
dire,10
gouvernement,2
devra,5
certain,8
nombre,1
problemes,6
interessent,1
exemple,2
condition,2
remuneration,1
categories,4
comme,14
ptt,1
apercevons,1
personnel,8
hospitalier,1
=sante,1
publique=,1
particulier,2
etre,7
accompli,1
direction,2
defavorises,3
jeunes,4
recherche,1
age,9
dernier,4
conseil,1
ministres,1
jour,5
noel,1
pris,2
dispositions,1
concerne,1
handicapes,2
texte,1
loi,1
vote,1
esprit,1
atteintes,1
inflation,1
pense,8
agriculteurs,1
artisans,1
conditions_de_vie,1
difficile,4
economie,7
moderne,3
petit,2
entreprises,1
examines,1
soin,1
attention,1
donc,5
apporte,3
sentiment,1
chaleur,4
puis,2
parfois,5
interroge,1
declaration,1
interview,1
demande,1
est-ce,2
meilleur,1
cause,6
pays,23
peuple,4
suivi,1
choisi,5
representer,4
jeune,1
diriger,5
affirme,2
place,3
parmi,4
nations,3
responsables,3
continue,3
jouer,1
role,2
exprime,6
fois,4
mesure,2
tolerance,1
conciliation,2
tourmente,2
apparaitre,1
precieux,3
capable,6
propose,3
autre,11
temps,11
rechercher,1
realisme,4
solution,1
posent,1
desormais,1
echelle,1
mondiaux,3
adresser,11
compatriote,7
antilles,2
recu,2
sais,2
pu,1
voir,1
yeux,2
main,6
rentre,1
etes,6
couvertes,1
ecorchures,1
ongles,1
fait,19
serrant,1
departements,4
territoires,4
outre-mer,4
auxquels,1
irai,1
rendre,1
visite,1
installes,1
a_l_etranger,2
font,2
soir,15
malheur,4
ceux,17
fete,4
veux,2
victimes,2
accidents,2
cruels,1
notamment,3
celui,4
frappe,3
population,1
miniere,1
nord,4
=lievin=,1
hopitaux,1
hospices,1
egalement,2
salut,2
immigres,2
portugais,2
espagnols,2
algeriens,1
marocains,1
citoyen,2
francophone,2
afrique,3
actif,8
doivent,3
accueil,6
enfin,2
penser,7
chretienne,1
revolutionnaire,1
pouvons,4
apercevoir,1
debut,3
ressentir,2
misere,2
entoure,1
naturel,5
oublie,3
veuve,1
veillera,1
nuit,1
debout,1
dormir,1
acheve,1
peu,7
maltraitee,1
caractere,2
critique,3
incessante,1
connu,2
arbres,2
fleurs,1
rencontres,2
apprendre,1
produit,4
imaginer,1
inventer,1
reverrons,1
adieu,1
soies,1
repondes,1
entre,14
espoirs,3
desirs,2
coeur,2
chefs_d_etat,1
exprimer,6
peuvent,1
echapper,1
regle,1
fonction,4
inevitablement,1
president,6
tous,21
affectueusement,1
mission,1
servi,3
contribue,3
rayonne,6
pourquoi,9
dis-je,2
grandeur,2
parce,13
peut,5
tenir,2
dimension,2
trois,4
peuplee,4
grande-bretagne,2
presque,1
russie,1
maniere,2
face,3
traverse,2
combattante,1
aujourd,1
hui,1
_compte_tenu,1
epreuve,1
mot,5
confie,12
doit,3
offrir,1
image,3
humaine,1
liberale,1
ouverture,1
premier,4
